Name,Address,Cuisines,Take_Out,Phone,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time
Sushi of gari 46,"347 W 46Th St New York City, Ny 10036-3815",Japanese; Sushi; Asian,Yes,+1 212-957-0046,05:30 PM,11:15 PM,Closed,Closed
Kanoyama,"175 2Nd Ave New York City, Ny 10003-5786",Japanese; Sushi; Asian,Yes,+1 212-777-5266,05:30 PM,12:00 AM,05:00 PM,11:00 PM
Le colonial,"149 E 57Th St New York City, Ny 10022-2101",Vietnamese; Vegetarian Friendly; Gluten Free Options,Yes,+1 212-752-0808,05:30 PM,10:00 PM,05:30 PM,10:00 PM
Al di la trattoria,"248 5Th Ave Brooklyn, Ny 11215-1201",Italian; Vegetarian Friendly; Gluten Free Options,No,+1 718-636-8888,11:00 AM,10:30 PM,05:00 PM,10:00 PM
Westville - east,"173 Avenue A New York City, Ny 10009-4501",Gluten Free Options; Vegetarian Friendly; American,Yes,+1 212-677-2033,10:00 AM,11:00 PM,10:00 AM,11:00 PM
Hearth,"403 E 12Th St New York City, Ny 10009-4024",Gluten Free Options; Vegetarian Friendly; American,No,+1 646-602-1300,06:00 PM,11:00 PM,06:00 PM,10:00 PM
Joe's pizza,"150 E 14Th St New York City, Ny 10003-4170",Pizza; Italian; Fast Food,Yes,+1 212-388-9474,10:00 AM,04:00 AM,10:00 AM,04:00 AM
The view restaurant & lounge,"1535 Broadway New York City, Ny 10036-4077",International; Vegetarian Friendly; American,No,+1 212-704-8900,05:00 PM,12:00 AM,10:00 AM,12:00 AM
Davio’s northern italian steakhouse,"447 Lexington Ave New York City, Ny 10017-3908",Italian; Vegetarian Friendly; Gluten Free Options,Yes,+1 212-661-4810,07:00 AM,10:00 PM,07:00 AM,10:00 PM
Empire steak house east 50th street,"151 E 50Th St New York City, Ny 10022-7510",Gluten Free Options; Steakhouse; American,Yes,+1 212-582-6900,04:00 PM,11:30 PM,11:30 AM,11:30 PM
Morton's the steakhouse,"136 Washington St New York City, Ny 10006-1038",Gluten Free Options; Steakhouse; American,Yes,+1 212-608-0171,04:00 PM,10:00 PM,04:00 PM,10:00 PM
Piccoli trattoria,"522 6Th Ave Brooklyn, Ny 11215-6776",Italian; Vegetarian Friendly; Gluten Free Options,Yes,+1 718-788-0066,11:00 AM,11:30 PM,11:00 AM,11:00 PM
Barbounia,"250 Park Ave S New York City, Ny 10003-1402",Vegan Options; Vegetarian Friendly; Greek,Yes,+1 212-995-0242,10:00 AM,11:30 PM,10:00 AM,10:30 PM
Bistro chat noir,"22 E 66Th St New York City, Ny 10065-6533",Vegetarian Friendly; European; French,Yes,+1 212-794-2428,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Indian accent,"123 W 56Th St New York City, Ny 10019-3802",Vegan Options; Vegetarian Friendly; Indian,No,+1 212-842-8070,05:00 PM,10:30 PM,05:00 PM,10:30 PM
Dorado tacos & quesadillas,"28 E 12Th St New York City, Ny 10003-4448",Spanish; Mexican; Latin,Yes,+1 212-627-0900,11:00 AM,10:00 PM,12:00 PM,09:00 PM
Mas farmhouse,"39 Downing St New York City, Ny 10014-4319",Gluten Free Options; Vegetarian Friendly; American,No,+1 212-255-1790,06:00 PM,11:30 PM,Closed,Closed
Sottocasa pizzeria- boerum hill,"298 Atlantic Ave Brooklyn, Ny 11201-6763",Pizza; Italian; Vegetarian Friendly,Yes,+1 718-852-8758,12:00 PM,11:30 PM,12:00 PM,10:30 PM
2 bros pizza,"31 W 46Th St New York City, Ny 10036-4102",Pizza; American; Fast Food,Yes,+1 212-704-4251,10:00 AM,08:00 PM,10:00 AM,08:00 PM
Fig & olive fifth avenue,"10 E 52Nd St New York City, Ny 10022-5308",Vegetarian Friendly; European; Mediterranean,Yes,+1 212-319-2002,11:30 AM,10:00 PM,11:30 AM,09:00 PM
Vatan indian vegetarian,"409 3Rd Ave New York City, Ny 10016-8103",Vegetarian Friendly; Indian; Healthy,No,+1 212-689-5666,05:00 PM,10:00 PM,05:30 PM,09:30 PM
Blt prime,"111 E 22Nd St New York City, Ny 10010-5400",Steakhouse; American,Yes,+1 212-995-8500,05:30 PM,11:30 PM,05:00 PM,10:00 PM
Saigon vietnamese sandwich deli,"369 Broome St New York City, Ny 10013-4244",Vietnamese; Fast Food; Asian,Yes,+1 212-219-8341,07:00 AM,07:00 PM,07:00 AM,07:00 PM
La margarita pizza,"151 Ludlow St New York City, Ny 10002-2206",Pizza; Italian; Fast Food,Yes,+1 212-228-1233,10:00 AM,05:00 AM,10:00 AM,03:00 AM
Lincoln ristorante,"142 W 65Th St New York City, Ny 10023-6903",Italian; Vegetarian Friendly; Gluten Free Options,No,+1 212-359-6500,05:00 PM,11:00 PM,11:30 AM,09:30 PM
Chimichurri grill,"609 9Th Ave New York City, Ny 10036-3700",Steakhouse; Argentinean; Latin,Yes,+1 212-586-8655,12:00 PM,12:00 AM,12:00 PM,10:00 PM
Sukhumvit 51,"224 E 51St St New York City, Ny 10022-6549",Vegetarian Friendly; Thai; Asian,Yes,+1 212-888-8894,12:00 PM,11:00 PM,12:00 PM,10:30 PM
&pizza,"15 W 28Th St New York City, Ny 10001-6410",Pizza; Vegan; Vegetarian,Yes,+1 646-968-4634,11:00 AM,12:00 AM,11:00 AM,11:00 PM
Hometown bar-b-que,"454 Van Brunt St Brooklyn, Ny 11231-1015",American; Barbecue; Southwestern,Yes,+1 347-294-4644,12:00 PM,12:00 AM,12:00 PM,10:00 PM
Villa berulia,"107 E 34Th St New York City, Ny 10016-4601",Italian; Croatian; European,Yes,+1 212-689-1970,04:30 PM,10:00 PM,04:00 PM,09:00 PM
Bemelmans bar,35 E 76Th Stcarlyle Hotelnew York Ny 10021,American; Bar,No,+1 212-744-1600,12:00 PM,01:00 AM,12:00 PM,12:00 AM
Mezzaluna,"1295 3Rd Ave New York City, Ny 10021-3362",Pizza; Italian; Vegetarian Friendly,Yes,+1 212-535-9600,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Avra estiatorio,"141 E 48Th St New York City, Ny 10017-1223",Seafood; Mediterranean; Greek,No,+1 212-759-8550,11:00 AM,12:00 PM,11:00 AM,11:00 PM
Giardino d'oro,"5 Gold St New York City, Ny 10038-4803",Coffee & Tea; Italian; Seafood,Yes,+1 212-514-6400,11:00 AM,10:00 PM,Closed,Closed
La pizza & la pasta,"200 5Th Ave New York City, Ny 10010-3302",Pizza; Italian; Vegetarian Friendly,Yes,+1 212-229-2560,11:00 AM,10:30 PM,11:00 AM,10:00 PM
La pizza & la pasta,"200 5Th Ave New York City, Ny 10010-3302",Pizza; Italian; Vegetarian Friendly,Yes,+1 212-229-2560,11:00 AM,10:30 PM,11:00 AM,10:00 PM
La pizza & la pasta,"200 5Th Ave New York City, Ny 10010-3302",Pizza; Italian; Vegetarian Friendly,Yes,+1 212-229-2560,11:00 AM,10:30 PM,11:00 AM,10:00 PM
La pizza & la pasta,"200 5Th Ave New York City, Ny 10010-3302",Pizza; Italian; Vegetarian Friendly,Yes,+1 212-229-2560,11:00 AM,10:30 PM,11:00 AM,10:00 PM
Serafina at the time hotel,"224 W 49Th St New York City, Ny 10019-7405",Pizza; Italian; Vegetarian Friendly,Yes,+1 212-247-1000,07:00 AM,12:00 AM,07:00 AM,11:00 PM
Harlem public,"3612 Broadway New York City, Ny 10031-3219",Pub; American; Bar,Yes,+1 212-939-9404,12:00 PM,04:00 AM,11:00 AM,02:00 AM
Marcha cocina,"4055 Broadway New York City, Ny 10032-1516",Tapas Bars; Spanish; Tapas/Small Plates,Yes,+1 212-928-8272,04:00 PM,12:00 AM,03:00 PM,11:00 PM
Yakiniku futago,"37 W 17Th St New York City, Ny 10011-5503",Japanese; Barbecue; Asian,No,+1 212-620-0225,05:00 PM,11:00 PM,05:00 PM,11:00 PM
Briciola,"370 W 51St St New York City, Ny 10019-6403",Tapas Bars; Italian; Wine Bars,No,+1 646-678-5763,12:00 PM,01:30 AM,12:00 PM,12:00 AM
Rahi,"60 Greenwich Ave New York City, Ny 10011-8396",Vegan Options; Vegetarian Friendly; Indian,Yes,+1 212-373-8900,05:00 PM,12:00 AM,05:00 PM,11:00 PM
Tipsy parson,"156 9Th Ave New York City, Ny 10011-4925",Gluten Free Options; Vegetarian Friendly; American,Yes,+1 212-620-4545,10:00 AM,12:00 AM,10:00 AM,10:00 PM
Gene's restaurant,"73 W 11Th St New York City, Ny 10011-8605",International; Italian; Gluten Free Options,Yes,+1 212-675-2048,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Piccola cucina osteria,"196 Spring St New York City, Ny 10012-3621",Italian; Vegetarian Friendly; Mediterranean,Yes,+1 646-478-7488,11:30 AM,11:30 PM,11:30 AM,11:30 PM
Galata mediterranean cuisine,"212 E 34Th St New York City, Ny 10016-4846",Middle Eastern; Mediterranean; Turkish,Yes,+1 212-683-9206,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Mr. chow - tribeca,"121 Hudson St New York City, Ny 10013-2333",Chinese; Asian,Yes,+1 212-965-9500,06:00 PM,11:30 PM,06:00 PM,11:30 PM
Fred's at barneys new york,"660 Madison Ave New York City, Ny 10065-8405",Vegan Options; Vegetarian Friendly; American,No,+1 212-833-2200,10:00 AM,07:00 PM,11:00 AM,07:00 PM
Fred's at barneys new york,"660 Madison Ave New York City, Ny 10065-8405",Vegan Options; Vegetarian Friendly; American,Yes,+1 212-833-2200,10:00 AM,07:00 PM,11:00 AM,07:00 PM
Cafe ollin,"339 E 108Th St New York City, Ny 10029-4252",Spanish; Mexican; Latin,Yes,+1 212-828-3644,10:00 AM,10:00 PM,10:00 AM,10:00 PM
Sofia wine bar and cafe,"242 E 50Th St New York City, Ny 10022-7763",Wine Bar; Italian,Yes,+1 212-888-8660,05:00 PM,01:30 AM,04:00 PM,11:30 PM
Neta,"61 W 8Th St New York City, Ny 10011-9017",Japanese; Sushi; Asian,Yes,+1 212-505-2610,12:00 PM,11:30 PM,12:00 PM,10:30 PM
Somtum der,"85 Avenue A New York City, Ny 10009-6500",Thai; Asian,Yes,+1 212-260-8570,12:00 PM,12:00 AM,12:00 PM,11:00 PM
Ammos estiatorio,"52 Vanderbilt Ave New York City, Ny 10017-3808",Seafood; Mediterranean; Greek,Yes,+1 212-922-9999,11:30 AM,10:00 PM,04:00 PM,10:00 PM
Freddie and pepper's,"303 Amsterdam Ave New York City, Ny 10023-1755",Pizza; Italian; Fast Food,Yes,+1 212-799-2378,11:00 AM,01:30 AM,11:00 AM,12:00 AM
Crave fishbar,"945 2Nd Ave New York City, Ny 10022-7761",Seafood; International; Gluten Free Options,Yes,+1 646-895-9585,05:00 PM,11:00 PM,05:00 PM,09:30 PM
Bagatelle,"1 Little West 12Th St New York City, Ny 10014-1302",Lounges; Mediterranean; French,No,+1 212-488-2110,11:30 AM,02:00 AM,11:30 AM,02:00 AM
Crif dogs,"113 Saint Marks Pl New York City, Ny 10009-5161",American; Fast Food,Yes,+1 212-614-2728,12:00 PM,02:00 AM,12:00 PM,12:00 AM
The boil,"139 Chrystie St New York City, Ny 10002-2857",Seafood; American; Cajun & Creole,Yes,+1 212-925-8815,04:00 PM,12:00 AM,04:00 PM,11:00 PM
The flying cock pub,"497 3Rd Ave New York City, Ny 10016-4854",Pub; American; Bar,Yes,+1 212-689-6900,11:00 AM,04:00 AM,11:00 AM,04:00 AM
Punjabi grocery & deli,"114 1St Ave New York City, Ny 10009-5726",Vegetarian Friendly; Indian; Delicatessen,Yes,+1 212-533-3356,12:00 AM,11:59 PM,12:00 AM,11:59 PM
Luke's lobster upper west side,"426 Amsterdam Ave New York City, Ny 10024-5846",Seafood; American; Fast Food,Yes,+1 212-877-8800,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Lic market,"2152 44Th Dr Long Island City, Ny 11101-4710",International; Vegetarian Friendly; American,Yes,+1 718-361-0013,07:00 AM,10:00 PM,11:00 AM,03:30 PM
Angkor cambodian bistro,"408 E 64Th St New York City, Ny 10065-7848",Cambodian; Vegetarian Friendly; Asian,Yes,+1 212-758-2111,12:00 PM,11:00 PM,04:30 PM,10:30 PM
Butcher & banker,"481 8Th Ave New York City, Ny 10001-1809",Cocktail Bars; Steakhouses; American (New),No,+1 212-268-8455,04:30 PM,02:00 AM,04:30 PM,02:00 AM
Champs diner,"197 Meserole St Brooklyn, Ny 11206-2229",Vegetarian Friendly; American; Diner,Yes,+1 718-599-2743,08:00 AM,12:00 AM,08:00 AM,12:00 AM
Peking duck house,"28 Mott St New York City, Ny 10013-5036",Chinese; Asian,Yes,+1 212-227-1810,11:30 AM,11:30 PM,11:45 AM,10:30 PM
Capizzi,"547 9Th Ave New York City, Ny 10018-1324",Pizza; Italian; Vegetarian Friendly,Yes,+1 212-695-6900,11:00 AM,01:00 AM,12:00 PM,11:00 PM
Salinas,"136 9Th Ave New York City, Ny 10011-4949",Spanish; Gluten Free Options; Mediterranean,No,+1 212-776-1990,06:00 PM,11:00 PM,05:45 PM,10:00 PM
Charlie bird,"5 King St New York City, Ny 10012-2945",Italian; Vegetarian Friendly; American,No,+1 212-235-7133,05:30 AM,12:00 AM,05:30 PM,11:00 PM
Red hook lobster pound,"284 Van Brunt St Brooklyn, Ny 11231-1236",Seafood; American,Yes,+1 718-858-7650,11:30 AM,10:00 PM,11:30 AM,09:00 PM
Scalinatella restaurant,"201 E 61St St New York City, Ny 10065-8237",Italian; Vegetarian Friendly; Gluten Free Options,No,+1 212-207-8280,12:00 PM,11:30 PM,05:00 PM,10:30 PM
Ootoya chelsea,"8 W 18Th St New York City, Ny 10011-4602",Japanese; Vegetarian Friendly; Asian,No,+1 212-704-0833,05:30 PM,10:30 PM,05:30 PM,10:30 PM
The dutch,"131 Sullivan St New York City, Ny 10012-3043",Seafood; Contemporary; American,Yes,+1 212-677-6200,10:00 AM,11:30 PM,10:00 AM,11:00 PM
Freda’s caribbean & soul cuisine,"993 Columbus Ave New York City, Ny 10025-2502",Caribbean; Jamaican,Yes,+1 646-438-9832,01:00 PM,12:00 AM,01:00 PM,10:00 PM
Smith & wollensky,"797 3Rd Ave New York City, Ny 10022-6226",Gluten Free Options; Steakhouse; American,No,+1 212-753-1530,05:00 PM,11:00 PM,05:00 PM,11:00 PM
The breslin,"16 W 29Th St New York City, Ny 10001-4502",American; Gastropub; Bar,No,+1 212-679-1939,07:00 AM,12:00 AM,07:00 AM,12:00 AM
Butter midtown,"70 W 45Th St New York City, Ny 10036-4202",Vegan Options; Vegetarian Friendly; American,Yes,+1 212-253-2828,05:00 PM,10:00 PM,11:00 AM,08:00 PM
Casa apicii,"62 W 9Th St New York City, Ny 10011-8907",Italian; American; Bar,No,+1 212-353-8400,05:30 PM,11:00 PM,05:30 PM,10:00 PM
Agora turkish restaurant,"1565 2Nd Ave New York City, Ny 10028-2606",Middle Eastern; Mediterranean; Turkish,Yes,+1 212-717-1220,12:00 PM,10:00 PM,12:00 PM,10:00 PM
Nai tapas bar,"174 1St Ave New York City, Ny 10009-4506",Tapas Bars; Spanish; Breakfast & Brunch,Yes,+1 212-677-1030,01:00 PM,02:00 AM,12:00 PM,10:00 PM
The palm too,"840 Second Ave New York City, Ny 10017-4370",Gluten Free Options; American,Yes,+1 212-697-5198,05:00 PM,10:30 PM,05:00 PM,10:00 PM
Tao downtown,"92 9Th Ave New York City, Ny 10011-4900",Chinese; Japanese; Sushi,No,+1 727-278-7258,05:00 PM,02:00 AM,05:00 PM,01:00 PM
Strip house,"13 E 12Th St New York City, Ny 10003-4404",Gluten Free Options; Steakhouse; American,No,+1 212-838-9197,05:00 PM,11:30 PM,05:00 PM,10:00 PM
Trattoria belvedere,"165 Lexington Ave New York City, Ny 10016-0008",Italian; Gluten Free Options,Yes,+1 212-684-8805,05:00 PM,11:00 PM,05:00 PM,10:00 PM
Nick’s pizza,"1814 2Nd Ave New York City, Ny 10128-5601",Pizza; Italian; Vegetarian Friendly,Yes,+1 212-987-5700,11:30 AM,10:00 PM,11:30 AM,10:00 PM
Taste of persia nyc,"12 W 18Th St New York City, Ny 10011-4614",Halal; Middle Eastern; Persian,Yes,+1 917-592-3467,12:00 PM,07:00 PM,12:00 PM,07:00 PM
Da claudio,"21 Ann St New York City, Ny 10038-2405",Italian; Vegetarian Friendly; Gluten Free Options,Yes,+1 212-285-2668,05:00 PM,10:30 PM,05:00 PM,10:30 PM
Pampano new york,"209 E 49Th St New York City, Ny 10017-1501",Seafood; Mexican; Latin,No,+1 212-751-4545,05:00 PM,10:30 PM,05:00 PM,09:30 PM
Le rivage,"340 W 46Th St New York City, Ny 10036-3928",Vegetarian Friendly; European; French,No,+1 212-765-7374,11:30 AM,11:00 PM,11:30 AM,09:30 PM
Madison bistro,"238 Madison Ave New York City, Ny 10016-2816",Gluten Free Options; European; French,Yes,+1 212-447-1919,04:30 PM,11:00 PM,04:30 PM,10:30 PM
Fat cat kitchen,"223 E 14Th St New York City, Ny 10003-4120",Vegetarian Friendly; American; Cafe,Yes,+1 212-235-1994,08:00 AM,08:00 PM,08:00 AM,04:00 PM
Untamed sandwiches,"43 W 39Th St New York City, Ny 10018-3881",Contemporary; American; Delicatessen,Yes,+1 646-669-9397,11:00 AM,05:00 PM,11:00 AM,05:00 PM
Bowery meat company,"9 E 1St St New York City, Ny 10003-8901",Gluten Free Options; Steakhouse; American,Yes,+1 212-460-5255,05:00 PM,11:30 PM,05:00 PM,10:00 PM
The burrito box,"885 9Th Ave New York City, Ny 10019-1700",Vegetarian Friendly; Fast Food; Mexican,Yes,+1 212-489-6889,11:00 AM,11:30 PM,11:00 AM,11:00 PM
Paola's restaurant,"Madison Avenue New York City, Ny 10128",Italian; Vegetarian Friendly; Gluten Free Options,Yes,+1 212-794-1890,11:00 AM,11:00 PM,11:00 AM,10:00 PM
The brindle room,"277 E 10Th St New York City, Ny 10009-4825",Breakfast & Brunch; Bars; American (New),Yes,+1 212-529-9702,11:30 AM,12:00 AM,11:30 AM,11:00 PM
Jimmy's corner,"140 W 44Th St New York City, Ny 10036-4046",Sports Bars; Dive Bars,No,+1 212-221-9510,12:30 PM,04:00 AM,03:00 PM,04:00 AM
Sweetgreen,"1164 Broadway New York City, Ny 10001-7512",American; Fast Food; Healthy,Yes,+1 646-449-8884,10:30 AM,10:00 PM,10:30 AM,10:00 PM
The uncommons,"230 Thompson St New York City, Ny 10012-1370",Coffee & Tea; Tabletop Games,Yes,+1 646-543-9215,08:30 AM,01:00 AM,08:30 AM,11:00 PM
Vezzo,"178 Lexington Ave New York City, Ny 10016-7304",Pizza; Italian; Vegetarian Friendly,Yes,+1 212-839-8300,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Cask bar + kitchen,"167 E 33Rd St New York City, Ny 10016-4641",International; American; Bar,Yes,+1 212-300-4924,11:30 AM,04:00 AM,11:30 AM,04:00 AM
Burke & wills,"226 W 79Th St New York City, Ny 10024-6250",Desserts; Bars; Australian,No,+1 646-823-9251,11:00 AM,02:00 AM,12:00 PM,02:00 AM
Indochine,"430 Lafayette St New York City, Ny 10003-6916",Vietnamese; Vegetarian Friendly; Asian,Yes,+1 212-505-5111,05:30 PM,12:00 AM,05:30 PM,11:30 PM
Sandro's,"306 E 81St St New York City, Ny 10028-3984",Italian,Yes,+1 212-288-7374,05:00 PM,11:00 PM,04:30 PM,10:00 PM
Radegast hall and biergarten,"113 N 3Rd St Brooklyn, Ny 11249-3923",Brew Pub; Bar; German,Yes,+1 718-963-3973,11:00 AM,03:00 AM,11:00 AM,02:00 AM
Feinstein’s/54 below,"254 W 54Th St New York City, Ny 10019-5516",Lounges; Venues & Event Spaces; Cabaret,No,+1 646-476-3551,05:30 PM,12:00 AM,05:30 PM,12:00 AM
Chez josephine,"414 W 42Nd St New York City, Ny 10036-6806",International; European; French,No,+1 212-594-1925,12:00 PM,12:00 AM,12:00 PM,11:00 PM
Momoya,"427 Amsterdam Ave New York City, Ny 10024-5813",Japanese; Sushi; Asian,Yes,+1 212-580-0007,12:00 PM,11:30 PM,12:00 PM,11:00 PM
Glass house tavern,"252 W 47Th St New York City, Ny 10036-1415",Vegetarian Friendly; American; Bar,Yes,+1 212-730-4800,11:00 AM,03:00 AM,11:00 AM,02:00 AM
Sunrise mart,"12 E 41St St New York City, Ny 10017-6221",Japanese; Fast Food; Asian,Yes,+1 646-380-9280,11:00 AM,08:00 PM,11:00 AM,08:00 PM
Bodega negra,355 W 16Th Stdream Downtownnew York Ny 10011,Spanish; Mexican; Latin,No,+1 646-625-4821,05:30 PM,01:00 AM,05:30 PM,12:00 AM
La vara,"268 Clinton St Brooklyn, Ny 11201-6145",Spanish; Gluten Free Options; Mediterranean,No,+1 718-422-0065,11:30 AM,12:00 AM,11:30 AM,10:00 PM
Balthazar restaurant,"80 Spring St New York City, Ny 10012-3907",Soups; European; French,Yes,+1 212-965-1414,06:00 PM,12:00 AM,05:30 PM,12:00 AM
The mermaid inn,"570 Amsterdam Ave New York City, Ny 10024-2817",Seafood; Gluten Free Options; American,No,+1 212-799-7400,05:00 PM,10:30 PM,05:00 PM,10:00 PM
Aburiya kinnosuke,"213 E 45Th St New York City, Ny 10017-3309",Japanese; Sushi; Asian,No,+1 212-867-5454,05:30 PM,11:00 PM,05:30 PM,10:30 PM
Quality meats,"57 W 58Th St New York City, Ny 10019-1630",Gluten Free Options; Steakhouse; American,No,+1 212-371-7777,05:00 PM,11:30 PM,05:00 PM,10:00 PM
Sushi yasaka,"251 W 72Nd St New York City, Ny 10023-2736",Japanese; Sushi; Asian,Yes,+1 212-496-8460,12:00 PM,11:00 PM,12:00 PM,10:00 PM
The press lounge,"653 11Th Ave New York City, Ny 10036-2004",Bar,No,+1 212-757-2224,05:00 PM,02:00 AM,05:00 PM,01:00 AM
The fat radish,"17 Orchard St New York City, Ny 10002-6164",Vegan Options; Vegetarian Friendly; American,Yes,+1 212-300-4053,11:00 AM,12:00 AM,11:00 AM,10:00 PM
Kafana,"116 Avenue C New York City, Ny 10009-5343",European; Eastern European,Yes,+1 212-353-8000,12:00 PM,01:00 AM,12:00 PM,11:00 PM
Cafe himalaya,"78 E 1St St New York City, Ny 10009-7951",Nepali; Tibetan; Asian,Yes,+1 212-358-0160,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Olea,"171 Lafayette Ave Brooklyn, Ny 11238-1019",Spanish; European; Mediterranean,Yes,+1 718-643-7003,10:00 AM,12:00 AM,10:00 AM,11:00 PM
Blue bar,"59 W 44Th St New York City, Ny 10036-6613",Lounges; Beer Wine & Spirits; Whiskey Bars,No,+1 212-840-6800,12:00 PM,01:00 AM,12:00 PM,01:00 AM
Natsumi,"226 W 50Th St New York City, Ny 10019-6702",Japanese; Sushi; Asian,Yes,+1 212-258-2988,04:30 PM,11:30 PM,04:30 PM,11:00 PM
The milling room,"446 Columbus Ave New York City, Ny 10024-5130",Gluten Free Options; Vegetarian Friendly; American,Yes,+1 212-595-0380,05:00 PM,12:00 AM,05:00 PM,10:00 PM
Bea,"403 W 43Rd St New York City, Ny 10036-5330",Vegan Options; Vegetarian Friendly; American,Yes,+1 212-602-1910,05:00 PM,02:00 AM,05:00 PM,01:00 AM
Excuse my french,"96 Orchard St New York City, Ny 10002-3150",Vegetarian Friendly; European; French,No,+1 212-780-9600,05:00 AM,02:00 AM,11:00 AM,12:00 AM
El quijote,"226 W 23Rd St New York City, Ny 10011-2301",Seafood; Spanish; Latin,Yes,+1 212-929-1855,11:30 AM,01:00 AM,11:30 AM,12:00 AM
Cha-an,"230 E 9Th St New York City, Ny 10003-7503",Japanese; Asian,Yes,+1 212-228-8030,12:00 PM,12:00 AM,12:00 PM,10:00 PM
The eddy,"342 E 6Th St New York City, Ny 10003-8727",Wine Bars; Cocktail Bars; American (New),No,+1 646-895-9884,05:30 PM,02:00 AM,05:30 PM,12:00 AM
Joseph leonard,"170 Waverly Pl New York City, Ny 10014-3845",Vegetarian Friendly; American; Gastropub,No,+1 646-429-8383,10:30 AM,02:00 AM,10:30 AM,12:00 AM
Death & co,"433 E 6Th St New York City, Ny 10009-6335",Lounges; Cocktail Bars,No,+1 212-388-0882,06:00 PM,02:00 AM,06:00 PM,01:00 AM
Red farm,"529 Hudson St New York City, Ny 10014-6125",Chinese; Vegetarian Friendly; Asian,Yes,+1 212-792-9700,05:00 PM,11:45 PM,05:00 PM,11:00 PM
Birdland jazz club,"315 W 44Th St New York City, Ny 10036-5402",Cabaret; Jazz & Blues; Cajun/Creole,No,+1 212-581-3080,05:00 PM,01:00 AM,05:00 PM,01:00 AM
Cafe luxembourg,"200 W 70Th St New York City, Ny 10023-4323",Vegan Options; Vegetarian Friendly; French,Yes,+1 212-873-7411,09:00 AM,12:00 AM,09:00 AM,11:00 PM
K rico,"772 9Th Ave New York City, Ny 10019-6327",Steakhouse; American; Latin,Yes,+1 212-757-9393,10:00 AM,11:45 PM,10:00 AM,11:45 PM
K rico,"772 9Th Ave New York City, Ny 10019-6327",Steakhouse; American; Latin,Yes,+1 212-757-9393,10:00 AM,11:45 PM,10:00 AM,11:45 PM
Pio pio 8,"604 10Th Ave New York City, Ny 10036-3007",South American; Spanish; Peruvian,Yes,+1 212-459-2929,11:00 AM,11:59 PM,11:00 AM,11:00 PM
Cosme,"35 E 21St St New York City, Ny 10010-6212",Vegetarian Friendly; Mexican; Latin,No,+1 212-913-9659,05:30 PM,12:00 AM,05:30 PM,11:00 PM
The waverly inn and garden,"16 Bank St New York City, Ny 10014-5231",Gluten Free Options; Vegetarian Friendly; American,No,+1 212-243-7900,11:00 AM,12:30 AM,11:00 AM,11:30 PM
Bogota latin bistro,"141 5Th Ave Brooklyn, Ny 11217-4426",Gluten Free Options; Colombian; Latin,Yes,+1 718-230-3805,10:00 AM,01:00 AM,10:00 AM,11:00 PM
Minton’s playhouse,"206 W 118Th St New York City, Ny 10026-1736",American (Traditional); Jazz & Blues; Bars,No,+1 212-243-2222,06:00 PM,03:30 AM,12:00 PM,10:00 PM
Print,"653 11Th Ave New York City, Ny 10036-2004",Vegan Options; Vegetarian Friendly; American,No,+1 212-757-2224,07:00 AM,11:00 PM,07:00 AM,09:30 PM
Santina,"820 Washington St New York City, Ny 10014-1406",Italian; Vegetarian Friendly; Mediterranean,Yes,+1 917-583-9450,05:30 PM,12:00 AM,05:30 PM,10:00 PM
Cafe boulud,"20 E 76Th St New York City, Ny 10021-2643",Vegan Options; Vegetarian Friendly; French,No,+1 212-772-2600,07:00 AM,11:00 PM,08:00 AM,10:30 PM
El malecon restaurant,"4141 Broadway New York City, Ny 10033-3702",Caribbean; Spanish; Latin,Yes,+1 212-927-3812,06:00 AM,01:00 AM,06:00 AM,01:00 AM
Da marino restaurant,"220 W 49Th St New York City, Ny 10019-7562",Italian; Vegetarian Friendly; Vegan Options,Yes,+1 212-541-6601,11:00 AM,02:00 AM,11:00 AM,02:00 AM
Quality italian,"57 W 57Th St New York City, Ny 10019-2802",Italian; Vegetarian Friendly; Vegan Options,No,+1 212-390-1111,11:00 AM,11:30 PM,11:00 AM,10:00 PM
Ichiumi,"6 E 32Nd St New York City, Ny 10016-5422",Seafood; Japanese; Sushi,Yes,+1 212-725-1333,11:30 AM,11:00 PM,11:30 AM,11:00 PM
Thelewala,"112 Macdougal St New York City, Ny 10012-5011",Vegetarian Friendly; Indian; Fast Food,Yes,+1 212-614-9100,11:30 AM,11:00 PM,11:30 AM,11:00 PM
Tomino - taberna gallega,"192 Grand St New York City, Ny 10013-3712",Wine Bar; Spanish; Mediterranean,No,+1 212-933-4763,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Non solo piada,"302 W 37Th St New York City, Ny 10018-4299",Italian; Vegetarian Friendly; Fast Food,Yes,+1 212-216-0616,08:00 AM,04:00 PM,08:00 AM,04:00 PM
